module,word,example_index,original_jp,plain_jp,fixed_jp,status,unresolved_terms
n1-loanwords,メディア,0,マス<span class='ex-highlight'>メディア</span>の<ruby>影<rt>えい</rt></ruby><ruby>響<rt>きょう</rt></ruby><ruby>力<rt>りょく</rt></ruby>は<ruby>大<rt>おお</rt></ruby>きい。,マスメディアの影響力は大きい。,マス<span class='ex-highlight'>メディア</span>の<ruby>影<rt>えい</rt></ruby><ruby>響<rt>きょう</rt></ruby><ruby>力<rt>りょく</rt></ruby>は<ruby>大<rt>おお</rt></ruby>きい。,ok,
n1-loanwords,モダン,0,<span class='ex-highlight'>モダン</span>なデザインの<ruby>家<rt>か</rt></ruby><ruby>具<rt>ぐ</rt></ruby>を<ruby>買<rt>か</rt></ruby>う。,モダンなデザインの家具を買う。,<span class='ex-highlight'>モダン</span>なデザインの<ruby>家<rt>か</rt></ruby><ruby>具<rt>ぐ</rt></ruby>を<ruby>買<rt>か</rt></ruby>う。,ok,
n1-loanwords,モーター,0,<span class='ex-highlight'>モーター</span>で<ruby>動<rt>うご</rt></ruby>くおもちゃ。,モーターで動くおもちゃ。,<span class='ex-highlight'>モーター</span>で<ruby>動<rt>うご</rt></ruby>くおもちゃ。,ok,
n1-loanwords,ネック,0,<ruby>資<rt>し</rt></ruby><ruby>金<rt>きん</rt></ruby><ruby>不<rt>ぶ</rt></ruby><ruby>足<rt>そく</rt></ruby>が<ruby>計<rt>けい</rt></ruby><ruby>画<rt>かく</rt></ruby>の<span class='ex-highlight'>ネック</span>になっている。,資金不足が計画のネックになっている。,<ruby>資<rt>し</rt></ruby><ruby>金<rt>きん</rt></ruby><ruby>不<rt>ぶ</rt></ruby><ruby>足<rt>そく</rt></ruby>が<ruby>計<rt>けい</rt></ruby><ruby>画<rt>かく</rt></ruby>の<span class='ex-highlight'>ネック</span>になっている。,ok,
n1-loanwords,ノイズ,0,ラジオに<span class='ex-highlight'>ノイズ</span>が<ruby>入<rt>はい</rt></ruby>る。,ラジオにノイズが入る。,ラジオに<span class='ex-highlight'>ノイズ</span>が<ruby>入<rt>はい</rt></ruby>る。,ok,
n1-loanwords,ノルマ,0,<ruby>今月<rt>こんげつ</rt></ruby>の<ruby>営<rt>えい</rt></ruby><ruby>業<rt>ぎょう</rt></ruby><span class='ex-highlight'>ノルマ</span>を<ruby>達<rt>たっ</rt></ruby><ruby>成<rt>せい</rt></ruby>する。,今月の営業ノルマを達成する。,<ruby>今月<rt>こんげつ</rt></ruby>の<ruby>営<rt>えい</rt></ruby><ruby>業<rt>ぎょう</rt></ruby><span class='ex-highlight'>ノルマ</span>を<ruby>達<rt>たっ</rt></ruby><ruby>成<rt>せい</rt></ruby>する。,ok,
n1-loanwords,ニュアンス,0,<ruby>言葉<rt>ことば</rt></ruby>の<ruby>微<rt>び</rt></ruby><ruby>妙<rt>みょう</rt></ruby>な<span class='ex-highlight'>ニュアンス</span>を<ruby>伝<rt>つた</rt></ruby>える。,言葉の微妙なニュアンスを伝える。,<ruby>言葉<rt>ことば</rt></ruby>の<ruby>微<rt>び</rt></ruby><ruby>妙<rt>みょう</rt></ruby>な<span class='ex-highlight'>ニュアンス</span>を<ruby>伝<rt>つた</rt></ruby>える。,ok,
n1-loanwords,アウト,0,これ<ruby>以<rt>い</rt></ruby><ruby>上<rt>じょう</rt></ruby><ruby>遅<rt>ち</rt></ruby><ruby>刻<rt>こく</rt></ruby>したら<span class='ex-highlight'>アウト</span>だ。,これ以上遅刻したらアウトだ。,これ<ruby>以<rt>い</rt></ruby><ruby>上<rt>じょう</rt></ruby><ruby>遅<rt>ち</rt></ruby><ruby>刻<rt>こく</rt></ruby>したら<span class='ex-highlight'>アウト</span>だ。,ok,
n1-loanwords,アウトライン,0,<ruby>計<rt>けい</rt></ruby><ruby>画<rt>かく</rt></ruby>の<span class='ex-highlight'>アウトライン</span>を<ruby>説<rt>せつ</rt></ruby><ruby>明<rt>めい</rt></ruby>する。,計画のアウトラインを説明する。,<ruby>計<rt>けい</rt></ruby><ruby>画<rt>かく</rt></ruby>の<span class='ex-highlight'>アウトライン</span>を<ruby>説<rt>せつ</rt></ruby><ruby>明<rt>めい</rt></ruby>する。,ok,
n1-loanwords,ペース,0,<ruby>自<rt>じ</rt></ruby><ruby>分<rt>ぶん</rt></ruby>の<span class='ex-highlight'>ペース</span>で<ruby>仕<rt>し</rt></ruby><ruby>事<rt>ごと</rt></ruby>を<ruby>進<rt>すす</rt></ruby>める。,自分のペースで仕事を進める。,<ruby>自<rt>じ</rt></ruby><ruby>分<rt>ぶん</rt></ruby>の<span class='ex-highlight'>ペース</span>で<ruby>仕<rt>し</rt></ruby><ruby>事<rt>ごと</rt></ruby>を<ruby>進<rt>すす</rt></ruby>める。,ok,
n1-loanwords,ポーズ,0,<ruby>写<rt>しゃ</rt></ruby><ruby>真<rt>しん</rt></ruby>を<ruby>撮<rt>と</rt></ruby>るために<span class='ex-highlight'>ポーズ</span>をとる。,写真を撮るためにポーズをとる。,<ruby>写<rt>しゃ</rt></ruby><ruby>真<rt>しん</rt></ruby>を<ruby>撮<rt>と</rt></ruby>るために<span class='ex-highlight'>ポーズ</span>をとる。,ok,
n1-loanwords,ポーズ,1,<ruby>話<rt>はなし</rt></ruby>の<ruby>途<rt>と</rt></ruby><ruby>中<rt>ちゅう</rt></ruby>で<ruby>少<rt>すこ</rt></ruby>し<span class='ex-highlight'>ポーズ</span>を<ruby>置<rt>お</rt></ruby>く。,話の途中で少しポーズを置く。,<ruby>話<rt>はなし</rt></ruby>の<ruby>途<rt>と</rt></ruby><ruby>中<rt>ちゅう</rt></ruby>で<ruby>少<rt>すこ</rt></ruby>し<span class='ex-highlight'>ポーズ</span>を<ruby>置<rt>お</rt></ruby>く。,ok,
n1-loanwords,ピーチ,0,デザートに<span class='ex-highlight'>ピーチ</span>のケーキを<ruby>食<rt>た</rt></ruby>べる。,デザートにピーチのケーキを食べる。,デザートに<span class='ex-highlight'>ピーチ</span>のケーキを<ruby>食<rt>た</rt></ruby>べる。,ok,
n1-loanwords,ポジション,0,<ruby>彼<rt>かれ</rt></ruby>はチームで<ruby>重<rt>じゅう</rt></ruby><ruby>要<rt>よう</rt></ruby>な<span class='ex-highlight'>ポジション</span>にいる。,彼はチームで重要なポジションにいる。,<ruby>彼<rt>かれ</rt></ruby>はチームで<ruby>重<rt>じゅう</rt></ruby><ruby>要<rt>よう</rt></ruby>な<span class='ex-highlight'>ポジション</span>にいる。,ok,
n1-loanwords,パワー,0,<ruby>若<rt>わか</rt></ruby><ruby>者<rt>もの</rt></ruby>の<span class='ex-highlight'>パワー</span>に<ruby>圧<rt>あっ</rt></ruby><ruby>倒<rt>とう</rt></ruby>される。,若者のパワーに圧倒される。,<ruby>若<rt>わか</rt></ruby><ruby>者<rt>もの</rt></ruby>の<span class='ex-highlight'>パワー</span>に<ruby>圧<rt>あっ</rt></ruby><ruby>倒<rt>とう</rt></ruby>される。,ok,
n1-loanwords,プレゼン,0,<ruby>会<rt>かい</rt></ruby><ruby>議<rt>ぎ</rt></ruby>で<ruby>新<rt>しん</rt></ruby><ruby>製<rt>せい</rt></ruby><ruby>品<rt>ひん</rt></ruby>の<span class='ex-highlight'>プレゼン</span>を<ruby>行<rt>おこな</rt></ruby>う。,会議で新製品のプレゼンを行う。,<ruby>会<rt>かい</rt></ruby><ruby>議<rt>ぎ</rt></ruby>で<ruby>新<rt>しん</rt></ruby><ruby>製<rt>せい</rt></ruby><ruby>品<rt>ひん</rt></ruby>の<span class='ex-highlight'>プレゼン</span>を<ruby>行<rt>おこな</rt></ruby>う。,ok,
n1-loanwords,プレッシャー,0,<ruby>大<rt>おお</rt></ruby>きな<span class='ex-highlight'>プレッシャー</span>を<ruby>感<rt>かん</rt></ruby>じる。,大きなプレッシャーを感じる。,<ruby>大<rt>おお</rt></ruby>きな<span class='ex-highlight'>プレッシャー</span>を<ruby>感<rt>かん</rt></ruby>じる。,ok,
n1-loanwords,プライド,0,プロとしての<span class='ex-highlight'>プライド</span>を<ruby>持<rt>も</rt></ruby>つ。,プロとしてのプライドを持つ。,プロとしての<span class='ex-highlight'>プライド</span>を<ruby>持<rt>も</rt></ruby>つ。,ok,
n1-loanwords,プライバシー,0,<ruby>他<rt>た</rt></ruby><ruby>人<rt>にん</rt></ruby>の<span class='ex-highlight'>プライバシー</span>を<ruby>尊<rt>そん</rt></ruby><ruby>重<rt>ちょう</rt></ruby>する。,他人のプライバシーを尊重する。,<ruby>他<rt>た</rt></ruby><ruby>人<rt>にん</rt></ruby>の<span class='ex-highlight'>プライバシー</span>を<ruby>尊<rt>そん</rt></ruby><ruby>重<rt>ちょう</rt></ruby>する。,ok,
n1-loanwords,プライベート,0,<span class='ex-highlight'>プライベート</span>な<ruby>時<rt>じ</rt></ruby><ruby>間<rt>かん</rt></ruby>は<ruby>趣<rt>しゅ</rt></ruby><ruby>味<rt>み</rt></ruby>に<ruby>使<rt>つか</rt></ruby>う。,プライベートな時間は趣味に使う。,<span class='ex-highlight'>プライベート</span>な<ruby>時<rt>じ</rt></ruby><ruby>間<rt>かん</rt></ruby>は<ruby>趣<rt>しゅ</rt></ruby><ruby>味<rt>み</rt></ruby>に<ruby>使<rt>つか</rt></ruby>う。,ok,
n1-loanwords,レーダー,0,<span class='ex-highlight'>レーダー</span>で<ruby>敵<rt>てっ</rt></ruby><ruby>機<rt>き</rt></ruby>を<ruby>捉<rt>とら</rt></ruby>える。,レーダーで敵機を捉える。,<span class='ex-highlight'>レーダー</span>で<ruby>敵<rt>てっ</rt></ruby><ruby>機<rt>き</rt></ruby>を<ruby>捉<rt>とら</rt></ruby>える。,ok,
n1-loanwords,ランク,0,<ruby>上<rt>うえ</rt></ruby>の<span class='ex-highlight'>ランク</span>を<ruby>目<rt>め</rt></ruby><ruby>指<rt>ざ</rt></ruby>す。,上のランクを目指す。,<ruby>上<rt>うえ</rt></ruby>の<span class='ex-highlight'>ランク</span>を<ruby>目<rt>め</rt></ruby><ruby>指<rt>ざ</rt></ruby>す。,ok,
n1-loanwords,レート,0,<ruby>今日<rt>きょう</rt></ruby>の<ruby>為替<rt>かわせ</rt></ruby><span class='ex-highlight'>レート</span>を<ruby>確<rt>かく</rt></ruby><ruby>認<rt>にん</rt></ruby>する。,今日の為替レートを確認する。,<ruby>今日<rt>きょう</rt></ruby>の<ruby>為替<rt>かわせ</rt></ruby><span class='ex-highlight'>レート</span>を<ruby>確<rt>かく</rt></ruby><ruby>認<rt>にん</rt></ruby>する。,ok,
n1-loanwords,リタイア,0,けがでレースを<span class='ex-highlight'>リタイア</span>した。,けがでレースをリタイアした。,けがでレースを<span class='ex-highlight'>リタイア</span>した。,ok,
n1-loanwords,リズム,0,<ruby>音<rt>おん</rt></ruby><ruby>楽<rt>がく</rt></ruby>の<span class='ex-highlight'>リズム</span>に<ruby>乗<rt>の</rt></ruby>る。,音楽のリズムに乗る。,<ruby>音<rt>おん</rt></ruby><ruby>楽<rt>がく</rt></ruby>の<span class='ex-highlight'>リズム</span>に<ruby>乗<rt>の</rt></ruby>る。,ok,
n1-loanwords,リスク,0,<span class='ex-highlight'>リスク</span>を<ruby>承<rt>しょう</rt></ruby><ruby>知<rt>ち</rt></ruby>で<ruby>投<rt>とう</rt></ruby><ruby>資<rt>し</rt></ruby>する。,リスクを承知で投資する。,<span class='ex-highlight'>リスク</span>を<ruby>承<rt>しょう</rt></ruby><ruby>知<rt>ち</rt></ruby>で<ruby>投<rt>とう</rt></ruby><ruby>資<rt>し</rt></ruby>する。,ok,
n1-loanwords,スクリーン,0,<ruby>大<rt>おお</rt></ruby>きな<span class='ex-highlight'>スクリーン</span>で<ruby>映<rt>えい</rt></ruby><ruby>画<rt>が</rt></ruby>を<ruby>見<rt>み</rt></ruby>る。,大きなスクリーンで映画を見る。,<ruby>大<rt>おお</rt></ruby>きな<span class='ex-highlight'>スクリーン</span>で<ruby>映<rt>えい</rt></ruby><ruby>画<rt>が</rt></ruby>を<ruby>見<rt>み</rt></ruby>る。,ok,
n1-loanwords,センス,0,<ruby>彼<rt>かの</rt></ruby><ruby>女<rt>じょ</rt></ruby>は<ruby>服<rt>ふく</rt></ruby>の<span class='ex-highlight'>センス</span>が<ruby>良<rt>よ</rt></ruby>い。,彼女は服のセンスが良い。,<ruby>彼<rt>かの</rt></ruby><ruby>女<rt>じょ</rt></ruby>は<ruby>服<rt>ふく</rt></ruby>の<span class='ex-highlight'>センス</span>が<ruby>良<rt>よ</rt></ruby>い。,ok,
n1-loanwords,センサー,0,<ruby>防<rt>ぼう</rt></ruby><ruby>犯<rt>はん</rt></ruby><span class='ex-highlight'>センサー</span>が<ruby>反<rt>はん</rt></ruby><ruby>応<rt>のう</rt></ruby>した。,防犯センサーが反応した。,<ruby>防<rt>ぼう</rt></ruby><ruby>犯<rt>はん</rt></ruby><span class='ex-highlight'>センサー</span>が<ruby>反<rt>はん</rt></ruby><ruby>応<rt>のう</rt></ruby>した。,ok,
n1-loanwords,シビア,0,<ruby>彼<rt>かの</rt></ruby><ruby>女<rt>じょ</rt></ruby>は<ruby>仕<rt>し</rt></ruby><ruby>事<rt>ごと</rt></ruby>に<span class='ex-highlight'>シビア</span>だ。,彼女は仕事にシビアだ。,<ruby>彼<rt>かの</rt></ruby><ruby>女<rt>じょ</rt></ruby>は<ruby>仕<rt>し</rt></ruby><ruby>事<rt>ごと</rt></ruby>に<span class='ex-highlight'>シビア</span>だ。,ok,
n1-loanwords,スケール,0,<span class='ex-highlight'>スケール</span>の<ruby>大<rt>おお</rt></ruby>きい<ruby>計<rt>けい</rt></ruby><ruby>画<rt>かく</rt></ruby>。,スケールの大きい計画。,<span class='ex-highlight'>スケール</span>の<ruby>大<rt>おお</rt></ruby>きい<ruby>計<rt>けい</rt></ruby><ruby>画<rt>かく</rt></ruby>。,ok,
n1-loanwords,シェア,0,ルームメイトと<ruby>部<rt>へ</rt></ruby><ruby>屋<rt>や</rt></ruby>を<span class='ex-highlight'>シェア</span>する。,ルームメイトと部屋をシェアする。,ルームメイトと<ruby>部<rt>へ</rt></ruby><ruby>屋<rt>や</rt></ruby>を<span class='ex-highlight'>シェア</span>する。,ok,
n1-loanwords,シフト,0,<ruby>輸<rt>ゆ</rt></ruby><ruby>出<rt>しゅつ</rt></ruby>から<ruby>内<rt>ない</rt></ruby><ruby>需<rt>じゅ</rt></ruby>へ<span class='ex-highlight'>シフト</span>する。,輸出から内需へシフトする。,<ruby>輸<rt>ゆ</rt></ruby><ruby>出<rt>しゅつ</rt></ruby>から<ruby>内<rt>ない</rt></ruby><ruby>需<rt>じゅ</rt></ruby>へ<span class='ex-highlight'>シフト</span>する。,ok,
n1-loanwords,シンプル,0,<span class='ex-highlight'>シンプル</span>なデザインの<ruby>服<rt>ふく</rt></ruby>。,シンプルなデザインの服。,<span class='ex-highlight'>シンプル</span>なデザインの<ruby>服<rt>ふく</rt></ruby>。,ok,
n1-loanwords,スケッチ,0,<ruby>公<rt>こう</rt></ruby><ruby>園<rt>えん</rt></ruby>で<ruby>風<rt>ふう</rt></ruby><ruby>景<rt>けい</rt></ruby>を<span class='ex-highlight'>スケッチ</span>する。,公園で風景をスケッチする。,<ruby>公<rt>こう</rt></ruby><ruby>園<rt>えん</rt></ruby>で<ruby>風<rt>ふう</rt></ruby><ruby>景<rt>けい</rt></ruby>を<span class='ex-highlight'>スケッチ</span>する。,ok,
n1-loanwords,ステータス,0,<ruby>社<rt>しゃ</rt></ruby><ruby>会<rt>かい</rt></ruby><ruby>的<rt>てき</rt></ruby>な<span class='ex-highlight'>ステータス</span>を<ruby>得<rt>え</rt></ruby>る。,社会的なステータスを得る。,<ruby>社<rt>しゃ</rt></ruby><ruby>会<rt>かい</rt></ruby><ruby>的<rt>てき</rt></ruby>な<span class='ex-highlight'>ステータス</span>を<ruby>得<rt>え</rt></ruby>る。,ok,
n1-loanwords,ステップ,0,<ruby>次<rt>つぎ</rt></ruby>の<span class='ex-highlight'>ステップ</span>に<ruby>進<rt>すす</rt></ruby>む。,次のステップに進む。,<ruby>次<rt>つぎ</rt></ruby>の<span class='ex-highlight'>ステップ</span>に<ruby>進<rt>すす</rt></ruby>む。,ok,
n1-loanwords,ストック,0,<ruby>食<rt>しょく</rt></ruby><ruby>料<rt>りょう</rt></ruby>の<span class='ex-highlight'>ストック</span>がある。,食料のストックがある。,<ruby>食<rt>しょく</rt></ruby><ruby>料<rt>りょう</rt></ruby>の<span class='ex-highlight'>ストック</span>がある。,ok,
n1-loanwords,ストレート,0,<ruby>自<rt>じ</rt></ruby><ruby>分<rt>ぶん</rt></ruby>の<ruby>意見<rt>いけん</rt></ruby>を<span class='ex-highlight'>ストレート</span>に<ruby>言<rt>い</rt></ruby>う。,自分の意見をストレートに言う。,<ruby>自<rt>じ</rt></ruby><ruby>分<rt>ぶん</rt></ruby>の<ruby>意見<rt>いけん</rt></ruby>を<span class='ex-highlight'>ストレート</span>に<ruby>言<rt>い</rt></ruby>う。,ok,
n1-loanwords,ストレス,0,<span class='ex-highlight'>ストレス</span>がたまる。,ストレスがたまる。,<span class='ex-highlight'>ストレス</span>がたまる。,ok,
n1-loanwords,スタイル,0,<ruby>自<rt>じ</rt></ruby><ruby>分<rt>ぶん</rt></ruby>の<span class='ex-highlight'>スタイル</span>を<ruby>貫<rt>つらぬ</rt></ruby>く。,自分のスタイルを貫く。,<ruby>自<rt>じ</rt></ruby><ruby>分<rt>ぶん</rt></ruby>の<span class='ex-highlight'>スタイル</span>を<ruby>貫<rt>つらぬ</rt></ruby>く。,ok,
n1-loanwords,タブー,0,その<ruby>話<rt>わ</rt></ruby><ruby>題<rt>だい</rt></ruby>はここでは<span class='ex-highlight'>タブー</span>だ。,その話題はここではタブーだ。,その<ruby>話<rt>わ</rt></ruby><ruby>題<rt>だい</rt></ruby>はここでは<span class='ex-highlight'>タブー</span>だ。,ok,
n1-loanwords,テンポ,0,<span class='ex-highlight'>テンポ</span>よく<ruby>仕<rt>し</rt></ruby><ruby>事<rt>ごと</rt></ruby>を<ruby>進<rt>すす</rt></ruby>める。,テンポよく仕事を進める。,<span class='ex-highlight'>テンポ</span>よく<ruby>仕<rt>し</rt></ruby><ruby>事<rt>ごと</rt></ruby>を<ruby>進<rt>すす</rt></ruby>める。,ok,
n1-loanwords,タイミング,0,<span class='ex-highlight'>タイミング</span>よく<ruby>電<rt>でん</rt></ruby><ruby>車<rt>しゃ</rt></ruby>が<ruby>来<rt>き</rt></ruby>た。,タイミングよく電車が来た。,<span class='ex-highlight'>タイミング</span>よく<ruby>電<rt>でん</rt></ruby><ruby>車<rt>しゃ</rt></ruby>が<ruby>来<rt>き</rt></ruby>た。,ok,
n1-loanwords,トレーニング,0,<ruby>毎<rt>まい</rt></ruby><ruby>日<rt>にち</rt></ruby>ジムで<span class='ex-highlight'>トレーニング</span>をする。,毎日ジムでトレーニングをする。,<ruby>毎<rt>まい</rt></ruby><ruby>日<rt>にち</rt></ruby>ジムで<span class='ex-highlight'>トレーニング</span>をする。,ok,
n1-loanwords,トップ,0,クラスの<span class='ex-highlight'>トップ</span>になる。,クラスのトップになる。,クラスの<span class='ex-highlight'>トップ</span>になる。,ok,
n1-loanwords,ユニーク,0,<ruby>彼<rt>かれ</rt></ruby>は<span class='ex-highlight'>ユニーク</span>な<ruby>発<rt>はっ</rt></ruby><ruby>想<rt>そう</rt></ruby>を<ruby>持<rt>も</rt></ruby>っている。,彼はユニークな発想を持っている。,<ruby>彼<rt>かれ</rt></ruby>は<span class='ex-highlight'>ユニーク</span>な<ruby>発<rt>はっ</rt></ruby><ruby>想<rt>そう</rt></ruby>を<ruby>持<rt>も</rt></ruby>っている。,ok,
n1-loanwords,ユーザー,0,<span class='ex-highlight'>ユーザー</span>の<ruby>意見<rt>いけん</rt></ruby>を<ruby>聞<rt>き</rt></ruby>く。,ユーザーの意見を聞く。,<span class='ex-highlight'>ユーザー</span>の<ruby>意見<rt>いけん</rt></ruby>を<ruby>聞<rt>き</rt></ruby>く。,ok,
n1-loanwords,ベテラン,0,<ruby>彼<rt>かれ</rt></ruby>はこの<ruby>分<rt>ぶん</rt></ruby><ruby>野<rt>や</rt></ruby>の<span class='ex-highlight'>ベテラン</span>だ。,彼はこの分野のベテランだ。,<ruby>彼<rt>かれ</rt></ruby>はこの<ruby>分<rt>ぶん</rt></ruby><ruby>野<rt>や</rt></ruby>の<span class='ex-highlight'>ベテラン</span>だ。,ok,
n1-loanwords,ウエイト,0,<ruby>評<rt>ひょう</rt></ruby><ruby>価<rt>か</rt></ruby>は<ruby>面<rt>めん</rt></ruby><ruby>接<rt>せつ</rt></ruby>の<span class='ex-highlight'>ウエイト</span>が<ruby>高<rt>たか</rt></ruby>い。,評価は面接のウエイトが高い。,<ruby>評<rt>ひょう</rt></ruby><ruby>価<rt>か</rt></ruby>は<ruby>面<rt>めん</rt></ruby><ruby>接<rt>せつ</rt></ruby>の<span class='ex-highlight'>ウエイト</span>が<ruby>高<rt>たか</rt></ruby>い。,ok,
